state,state_code,variant,date,total_sequences,cluster_sequences,day_from_midpoint
Connecticut,CT,Alpha,2021-02-04,16,6,-14
Connecticut,CT,Alpha,2021-02-05,11,2,-13
Connecticut,CT,Alpha,2021-02-06,8,3,-12
Connecticut,CT,Alpha,2021-02-07,6,0,-11
Connecticut,CT,Alpha,2021-02-08,33,3,-10
Connecticut,CT,Alpha,2021-02-09,44,4,-9
Connecticut,CT,Alpha,2021-02-10,81,4,-8
Connecticut,CT,Alpha,2021-02-11,48,9,-7
Connecticut,CT,Alpha,2021-02-12,27,4,-6
Connecticut,CT,Alpha,2021-02-13,14,2,-5
Connecticut,CT,Alpha,2021-02-14,19,7,-4
Connecticut,CT,Alpha,2021-02-15,41,12,-3
Connecticut,CT,Alpha,2021-02-16,29,6,-2
Connecticut,CT,Alpha,2021-02-17,38,7,-1
Connecticut,CT,Alpha,2021-02-18,24,12,0
Connecticut,CT,Alpha,2021-02-19,22,8,1
Connecticut,CT,Alpha,2021-02-20,20,9,2
Connecticut,CT,Alpha,2021-02-21,20,11,3
Connecticut,CT,Alpha,2021-02-22,38,11,4
Connecticut,CT,Alpha,2021-02-23,37,15,5
Connecticut,CT,Alpha,2021-02-24,21,6,6
Connecticut,CT,Alpha,2021-02-25,51,25,7
Connecticut,CT,Alpha,2021-02-26,34,7,8
Connecticut,CT,Alpha,2021-02-27,38,17,9
Connecticut,CT,Alpha,2021-02-28,18,14,10
Connecticut,CT,Alpha,2021-03-01,45,21,11
Connecticut,CT,Alpha,2021-03-02,49,20,12
Connecticut,CT,Alpha,2021-03-03,54,18,13
Connecticut,CT,Alpha,2021-03-04,26,18,14
Connecticut,CT,Alpha,2021-03-05,26,19,15
Connecticut,CT,Alpha,2021-03-06,35,17,16
Connecticut,CT,Alpha,2021-03-07,51,22,17
Connecticut,CT,Alpha,2021-03-08,124,56,18
Connecticut,CT,Alpha,2021-03-09,109,35,19
Connecticut,CT,Alpha,2021-03-10,80,32,20
Connecticut,CT,Alpha,2021-03-11,57,24,21
Connecticut,CT,Alpha,2021-03-12,80,30,22
Connecticut,CT,Alpha,2021-03-13,57,32,23
Connecticut,CT,Alpha,2021-03-14,37,18,24
Connecticut,CT,Alpha,2021-03-15,71,25,25
Connecticut,CT,Alpha,2021-03-16,88,45,26
Connecticut,CT,Alpha,2021-03-17,60,22,27
Connecticut,CT,Alpha,2021-03-18,104,36,28
Connecticut,CT,Alpha,2021-03-19,78,36,29
Connecticut,CT,Alpha,2021-03-20,89,37,30
Connecticut,CT,Alpha,2021-03-21,153,62,31
Connecticut,CT,Alpha,2021-03-22,111,48,32
Connecticut,CT,Alpha,2021-03-23,88,40,33
Connecticut,CT,Alpha,2021-03-24,145,64,34
Connecticut,CT,Alpha,2021-03-25,112,45,35
Connecticut,CT,Alpha,2021-03-26,92,44,36
Connecticut,CT,Alpha,2021-03-27,95,51,37
Connecticut,CT,Alpha,2021-03-28,74,36,38
Connecticut,CT,Alpha,2021-03-29,64,33,39
Connecticut,CT,Alpha,2021-03-30,27,9,40
Connecticut,CT,Alpha,2021-03-31,70,35,41
Connecticut,CT,Alpha,2021-04-01,65,29,42
Delaware,DE,Alpha,2021-02-07,1,0,-41
Delaware,DE,Alpha,2021-02-08,7,0,-40
Delaware,DE,Alpha,2021-02-09,19,1,-39
Delaware,DE,Alpha,2021-02-10,13,0,-38
Delaware,DE,Alpha,2021-02-11,15,0,-37
Delaware,DE,Alpha,2021-02-12,8,0,-36
Delaware,DE,Alpha,2021-02-13,7,2,-35
Delaware,DE,Alpha,2021-02-14,2,0,-34
Delaware,DE,Alpha,2021-02-15,5,0,-33
Delaware,DE,Alpha,2021-02-16,6,0,-32
Delaware,DE,Alpha,2021-02-17,4,1,-31
Delaware,DE,Alpha,2021-02-18,3,0,-30
Delaware,DE,Alpha,2021-02-19,7,0,-29
Delaware,DE,Alpha,2021-02-20,4,0,-28
Delaware,DE,Alpha,2021-02-21,2,0,-27
Delaware,DE,Alpha,2021-02-22,1,0,-26
Delaware,DE,Alpha,2021-02-23,7,0,-25
Delaware,DE,Alpha,2021-02-24,5,0,-24
Delaware,DE,Alpha,2021-02-25,9,0,-23
Delaware,DE,Alpha,2021-02-26,14,1,-22
Delaware,DE,Alpha,2021-02-27,1,0,-21
Delaware,DE,Alpha,2021-03-01,8,0,-19
Delaware,DE,Alpha,2021-03-02,10,1,-18
Delaware,DE,Alpha,2021-03-03,9,0,-17
Delaware,DE,Alpha,2021-03-04,16,0,-16
Delaware,DE,Alpha,2021-03-05,12,1,-15
Delaware,DE,Alpha,2021-03-06,4,1,-14
Delaware,DE,Alpha,2021-03-07,2,0,-13
Delaware,DE,Alpha,2021-03-08,6,0,-12
Delaware,DE,Alpha,2021-03-09,8,1,-11
Delaware,DE,Alpha,2021-03-10,10,1,-10
Delaware,DE,Alpha,2021-03-11,8,2,-9
Delaware,DE,Alpha,2021-03-12,9,0,-8
Delaware,DE,Alpha,2021-03-13,3,2,-7
Delaware,DE,Alpha,2021-03-14,5,1,-6
Delaware,DE,Alpha,2021-03-15,4,0,-5
Delaware,DE,Alpha,2021-03-16,4,2,-4
Delaware,DE,Alpha,2021-03-17,4,0,-3
Delaware,DE,Alpha,2021-03-18,7,3,-2
Delaware,DE,Alpha,2021-03-19,8,0,-1
Delaware,DE,Alpha,2021-03-20,2,1,0
Delaware,DE,Alpha,2021-03-21,5,2,1
Delaware,DE,Alpha,2021-03-22,13,5,2
Delaware,DE,Alpha,2021-03-23,8,2,3
Delaware,DE,Alpha,2021-03-24,11,5,4
Delaware,DE,Alpha,2021-03-25,13,4,5
Delaware,DE,Alpha,2021-03-26,14,5,6
Delaware,DE,Alpha,2021-03-27,4,3,7
Delaware,DE,Alpha,2021-03-28,7,4,8
Delaware,DE,Alpha,2021-03-29,81,12,9
Delaware,DE,Alpha,2021-03-30,14,8,10
Delaware,DE,Alpha,2021-03-31,30,19,11
Delaware,DE,Alpha,2021-04-01,21,11,12
Delaware,DE,Alpha,2021-04-02,24,13,13
Delaware,DE,Alpha,2021-04-03,7,3,14
Delaware,DE,Alpha,2021-04-04,13,9,15
Delaware,DE,Alpha,2021-04-05,61,38,16
Delaware,DE,Alpha,2021-04-06,41,18,17
Delaware,DE,Alpha,2021-04-07,32,23,18
Delaware,DE,Alpha,2021-04-08,36,27,19
Delaware,DE,Alpha,2021-04-09,38,23,20
Delaware,DE,Alpha,2021-04-10,39,22,21
Delaware,DE,Alpha,2021-04-11,26,19,22
Delaware,DE,Alpha,2021-04-12,58,42,23
Delaware,DE,Alpha,2021-04-13,55,31,24
Delaware,DE,Alpha,2021-04-14,57,43,25
Delaware,DE,Alpha,2021-04-15,34,24,26
Delaware,DE,Alpha,2021-04-16,44,28,27
Delaware,DE,Alpha,2021-04-17,22,16,28
Delaware,DE,Alpha,2021-04-18,14,10,29
Delaware,DE,Alpha,2021-04-19,30,16,30
Delaware,DE,Alpha,2021-04-20,48,34,31
Delaware,DE,Alpha,2021-04-21,50,36,32
Delaware,DE,Alpha,2021-04-22,40,24,33
Delaware,DE,Alpha,2021-04-23,56,42,34
Delaware,DE,Alpha,2021-04-24,14,7,35
Delaware,DE,Alpha,2021-04-25,13,7,36
Delaware,DE,Alpha,2021-04-26,21,15,37
Delaware,DE,Alpha,2021-04-27,32,15,38
Delaware,DE,Alpha,2021-04-28,50,34,39
Delaware,DE,Alpha,2021-04-29,19,12,40
Delaware,DE,Alpha,2021-04-30,18,11,41
Delaware,DE,Alpha,2021-05-01,36,28,42
Florida,FL,Alpha,2021-01-13,37,5,-42
Florida,FL,Alpha,2021-01-14,37,11,-41
Florida,FL,Alpha,2021-01-15,36,5,-40
Florida,FL,Alpha,2021-01-16,39,14,-39
Florida,FL,Alpha,2021-01-17,48,10,-38
Florida,FL,Alpha,2021-01-18,80,14,-37
Florida,FL,Alpha,2021-01-19,64,14,-36
Florida,FL,Alpha,2021-01-20,50,9,-35
Florida,FL,Alpha,2021-01-21,117,3,-34
Florida,FL,Alpha,2021-01-22,113,6,-33
Florida,FL,Alpha,2021-01-23,37,20,-32
Florida,FL,Alpha,2021-01-24,24,3,-31
Florida,FL,Alpha,2021-01-25,58,3,-30
Florida,FL,Alpha,2021-01-26,124,23,-29
Florida,FL,Alpha,2021-01-27,196,42,-28
Florida,FL,Alpha,2021-01-28,114,32,-27
Florida,FL,Alpha,2021-01-29,177,24,-26
Florida,FL,Alpha,2021-01-30,45,6,-25
Florida,FL,Alpha,2021-01-31,42,11,-24
Florida,FL,Alpha,2021-02-01,97,11,-23
Florida,FL,Alpha,2021-02-02,124,15,-22
Florida,FL,Alpha,2021-02-03,92,15,-21
Florida,FL,Alpha,2021-02-04,114,28,-20
Florida,FL,Alpha,2021-02-05,114,21,-19
Florida,FL,Alpha,2021-02-06,20,5,-18
Florida,FL,Alpha,2021-02-07,84,8,-17
Florida,FL,Alpha,2021-02-08,186,33,-16
Florida,FL,Alpha,2021-02-09,240,32,-15
Florida,FL,Alpha,2021-02-10,277,43,-14
Florida,FL,Alpha,2021-02-11,176,24,-13
Florida,FL,Alpha,2021-02-12,172,57,-12
Florida,FL,Alpha,2021-02-13,109,26,-11
Florida,FL,Alpha,2021-02-14,128,24,-10
Florida,FL,Alpha,2021-02-15,296,86,-9
Florida,FL,Alpha,2021-02-16,276,67,-8
Florida,FL,Alpha,2021-02-17,192,46,-7
Florida,FL,Alpha,2021-02-18,212,51,-6
Florida,FL,Alpha,2021-02-19,168,51,-5
Florida,FL,Alpha,2021-02-20,122,34,-4
Florida,FL,Alpha,2021-02-21,152,42,-3
Florida,FL,Alpha,2021-02-22,274,82,-2
Florida,FL,Alpha,2021-02-23,189,54,-1
Florida,FL,Alpha,2021-02-24,230,72,0
Florida,FL,Alpha,2021-02-25,135,51,1
Florida,FL,Alpha,2021-02-26,170,47,2
Florida,FL,Alpha,2021-02-27,102,41,3
Florida,FL,Alpha,2021-02-28,117,39,4
Florida,FL,Alpha,2021-03-01,141,55,5
Florida,FL,Alpha,2021-03-02,168,76,6
Florida,FL,Alpha,2021-03-03,264,137,7
Florida,FL,Alpha,2021-03-04,255,120,8
Florida,FL,Alpha,2021-03-05,227,105,9
Florida,FL,Alpha,2021-03-06,159,91,10
Florida,FL,Alpha,2021-03-07,179,105,11
Florida,FL,Alpha,2021-03-08,404,226,12
Florida,FL,Alpha,2021-03-09,312,163,13
Florida,FL,Alpha,2021-03-10,250,145,14
Florida,FL,Alpha,2021-03-11,261,161,15
Florida,FL,Alpha,2021-03-12,367,189,16
Florida,FL,Alpha,2021-03-13,301,195,17
Florida,FL,Alpha,2021-03-14,191,120,18
Florida,FL,Alpha,2021-03-15,453,248,19
Florida,FL,Alpha,2021-03-16,379,228,20
Florida,FL,Alpha,2021-03-17,378,217,21
Florida,FL,Alpha,2021-03-18,387,224,22
Florida,FL,Alpha,2021-03-19,369,213,23
Florida,FL,Alpha,2021-03-20,314,201,24
Florida,FL,Alpha,2021-03-21,215,138,25
Florida,FL,Alpha,2021-03-22,457,271,26
Florida,FL,Alpha,2021-03-23,410,264,27
Florida,FL,Alpha,2021-03-24,404,262,28
Florida,FL,Alpha,2021-03-25,300,190,29
Florida,FL,Alpha,2021-03-26,361,215,30
Florida,FL,Alpha,2021-03-27,224,129,31
Florida,FL,Alpha,2021-03-28,219,131,32
Florida,FL,Alpha,2021-03-29,446,267,33
Florida,FL,Alpha,2021-03-30,491,312,34
Florida,FL,Alpha,2021-03-31,461,303,35
Florida,FL,Alpha,2021-04-01,531,351,36
Florida,FL,Alpha,2021-04-02,323,185,37
Florida,FL,Alpha,2021-04-03,292,191,38
Florida,FL,Alpha,2021-04-04,195,136,39
Florida,FL,Alpha,2021-04-05,542,359,40
Florida,FL,Alpha,2021-04-06,471,310,41
Florida,FL,Alpha,2021-04-07,627,410,42
Georgia,GA,Alpha,2021-01-25,210,1,-42
Georgia,GA,Alpha,2021-01-26,76,2,-41
Georgia,GA,Alpha,2021-01-27,26,2,-40
Georgia,GA,Alpha,2021-01-28,50,4,-39
Georgia,GA,Alpha,2021-01-29,20,3,-38
Georgia,GA,Alpha,2021-01-30,12,3,-37
Georgia,GA,Alpha,2021-01-31,33,1,-36
Georgia,GA,Alpha,2021-02-01,76,10,-35
Georgia,GA,Alpha,2021-02-02,78,3,-34
Georgia,GA,Alpha,2021-02-03,24,6,-33
Georgia,GA,Alpha,2021-02-04,18,1,-32
Georgia,GA,Alpha,2021-02-05,20,2,-31
Georgia,GA,Alpha,2021-02-06,28,2,-30
Georgia,GA,Alpha,2021-02-07,33,4,-29
Georgia,GA,Alpha,2021-02-08,43,6,-28
Georgia,GA,Alpha,2021-02-09,167,11,-27
Georgia,GA,Alpha,2021-02-10,145,7,-26
Georgia,GA,Alpha,2021-02-11,85,4,-25
Georgia,GA,Alpha,2021-02-12,54,2,-24
Georgia,GA,Alpha,2021-02-13,43,2,-23
Georgia,GA,Alpha,2021-02-14,38,3,-22
Georgia,GA,Alpha,2021-02-15,85,8,-21
Georgia,GA,Alpha,2021-02-16,83,8,-20
Georgia,GA,Alpha,2021-02-17,67,6,-19
Georgia,GA,Alpha,2021-02-18,42,5,-18
Georgia,GA,Alpha,2021-02-19,24,3,-17
Georgia,GA,Alpha,2021-02-20,42,1,-16
Georgia,GA,Alpha,2021-02-21,40,6,-15
Georgia,GA,Alpha,2021-02-22,100,15,-14
Georgia,GA,Alpha,2021-02-23,55,12,-13
Georgia,GA,Alpha,2021-02-24,48,8,-12
Georgia,GA,Alpha,2021-02-25,53,5,-11
Georgia,GA,Alpha,2021-02-26,67,16,-10
Georgia,GA,Alpha,2021-02-27,56,12,-9
Georgia,GA,Alpha,2021-02-28,40,10,-8
Georgia,GA,Alpha,2021-03-01,88,21,-7
Georgia,GA,Alpha,2021-03-02,47,8,-6
Georgia,GA,Alpha,2021-03-03,130,32,-5
Georgia,GA,Alpha,2021-03-04,77,28,-4
Georgia,GA,Alpha,2021-03-05,57,20,-3
Georgia,GA,Alpha,2021-03-06,24,13,-2
Georgia,GA,Alpha,2021-03-07,37,18,-1
Georgia,GA,Alpha,2021-03-08,68,28,0
Georgia,GA,Alpha,2021-03-09,77,37,1
Georgia,GA,Alpha,2021-03-10,51,26,2
Georgia,GA,Alpha,2021-03-11,97,43,3
Georgia,GA,Alpha,2021-03-12,70,29,4
Georgia,GA,Alpha,2021-03-13,74,43,5
Georgia,GA,Alpha,2021-03-14,63,38,6
Georgia,GA,Alpha,2021-03-15,110,59,7
Georgia,GA,Alpha,2021-03-16,76,36,8
Georgia,GA,Alpha,2021-03-17,87,45,9
Georgia,GA,Alpha,2021-03-18,80,40,10
Georgia,GA,Alpha,2021-03-19,76,43,11
Georgia,GA,Alpha,2021-03-20,50,29,12
Georgia,GA,Alpha,2021-03-21,33,23,13
Georgia,GA,Alpha,2021-03-22,60,34,14
Georgia,GA,Alpha,2021-03-23,66,38,15
Georgia,GA,Alpha,2021-03-24,75,53,16
Georgia,GA,Alpha,2021-03-25,60,45,17
Georgia,GA,Alpha,2021-03-26,67,46,18
Georgia,GA,Alpha,2021-03-27,47,24,19
Georgia,GA,Alpha,2021-03-28,34,24,20
Georgia,GA,Alpha,2021-03-29,72,47,21
Georgia,GA,Alpha,2021-03-30,74,58,22
Georgia,GA,Alpha,2021-03-31,68,49,23
Georgia,GA,Alpha,2021-04-01,107,83,24
Georgia,GA,Alpha,2021-04-02,29,21,25
Georgia,GA,Alpha,2021-04-03,47,35,26
Georgia,GA,Alpha,2021-04-04,27,19,27
Georgia,GA,Alpha,2021-04-05,56,39,28
Georgia,GA,Alpha,2021-04-06,77,50,29
Georgia,GA,Alpha,2021-04-07,55,45,30
Georgia,GA,Alpha,2021-04-08,59,41,31
Georgia,GA,Alpha,2021-04-09,61,44,32
Georgia,GA,Alpha,2021-04-10,61,47,33
Georgia,GA,Alpha,2021-04-11,53,44,34
Georgia,GA,Alpha,2021-04-12,76,63,35
Georgia,GA,Alpha,2021-04-13,70,50,36
Georgia,GA,Alpha,2021-04-14,63,53,37
Georgia,GA,Alpha,2021-04-15,66,55,38
Georgia,GA,Alpha,2021-04-16,71,56,39
Georgia,GA,Alpha,2021-04-17,62,49,40
Georgia,GA,Alpha,2021-04-18,39,33,41
Georgia,GA,Alpha,2021-04-19,66,53,42
Hawaii,HI,Alpha,2021-02-20,7,0,-42
Hawaii,HI,Alpha,2021-02-21,6,0,-41
Hawaii,HI,Alpha,2021-02-22,15,1,-40
Hawaii,HI,Alpha,2021-02-23,8,1,-39
Hawaii,HI,Alpha,2021-02-24,9,0,-38
Hawaii,HI,Alpha,2021-02-25,18,1,-37
Hawaii,HI,Alpha,2021-02-26,14,0,-36
Hawaii,HI,Alpha,2021-02-27,11,2,-35
Hawaii,HI,Alpha,2021-02-28,1,0,-34
Hawaii,HI,Alpha,2021-03-01,17,3,-33
Hawaii,HI,Alpha,2021-03-02,22,0,-32
Hawaii,HI,Alpha,2021-03-03,9,1,-31
Hawaii,HI,Alpha,2021-03-04,11,0,-30
Hawaii,HI,Alpha,2021-03-05,18,1,-29
Hawaii,HI,Alpha,2021-03-06,13,1,-28
Hawaii,HI,Alpha,2021-03-07,8,1,-27
Hawaii,HI,Alpha,2021-03-08,8,1,-26
Hawaii,HI,Alpha,2021-03-09,10,1,-25
Hawaii,HI,Alpha,2021-03-10,11,0,-24
Hawaii,HI,Alpha,2021-03-11,10,1,-23
Hawaii,HI,Alpha,2021-03-12,7,0,-22
Hawaii,HI,Alpha,2021-03-13,12,2,-21
Hawaii,HI,Alpha,2021-03-14,8,2,-20
Hawaii,HI,Alpha,2021-03-15,25,2,-19
Hawaii,HI,Alpha,2021-03-16,18,1,-18
Hawaii,HI,Alpha,2021-03-17,15,0,-17
Hawaii,HI,Alpha,2021-03-18,17,3,-16
Hawaii,HI,Alpha,2021-03-19,24,3,-15
Hawaii,HI,Alpha,2021-03-20,11,4,-14
Hawaii,HI,Alpha,2021-03-21,7,1,-13
Hawaii,HI,Alpha,2021-03-22,16,4,-12
Hawaii,HI,Alpha,2021-03-23,16,3,-11
Hawaii,HI,Alpha,2021-03-24,19,5,-10
Hawaii,HI,Alpha,2021-03-25,25,4,-9
Hawaii,HI,Alpha,2021-03-26,26,13,-8
Hawaii,HI,Alpha,2021-03-27,12,2,-7
Hawaii,HI,Alpha,2021-03-28,6,0,-6
Hawaii,HI,Alpha,2021-03-29,4,1,-5
Hawaii,HI,Alpha,2021-03-30,5,1,-4
Hawaii,HI,Alpha,2021-03-31,7,4,-3
Hawaii,HI,Alpha,2021-04-01,13,5,-2
Hawaii,HI,Alpha,2021-04-02,16,5,-1
Hawaii,HI,Alpha,2021-04-03,17,4,0
Hawaii,HI,Alpha,2021-04-04,7,0,1
Hawaii,HI,Alpha,2021-04-05,35,11,2
Hawaii,HI,Alpha,2021-04-06,29,5,3
Hawaii,HI,Alpha,2021-04-07,15,3,4
Hawaii,HI,Alpha,2021-04-08,16,7,5
Hawaii,HI,Alpha,2021-04-09,18,2,6
Hawaii,HI,Alpha,2021-04-10,6,4,7
Hawaii,HI,Alpha,2021-04-11,7,1,8
Hawaii,HI,Alpha,2021-04-12,26,14,9
Hawaii,HI,Alpha,2021-04-13,22,8,10
Hawaii,HI,Alpha,2021-04-14,30,10,11
Hawaii,HI,Alpha,2021-04-15,15,9,12
Hawaii,HI,Alpha,2021-04-16,29,15,13
Hawaii,HI,Alpha,2021-04-17,20,10,14
Hawaii,HI,Alpha,2021-04-18,17,10,15
Hawaii,HI,Alpha,2021-04-19,15,9,16
Hawaii,HI,Alpha,2021-04-20,23,11,17
Hawaii,HI,Alpha,2021-04-21,21,14,18
Hawaii,HI,Alpha,2021-04-22,18,9,19
Hawaii,HI,Alpha,2021-04-23,15,4,20
Hawaii,HI,Alpha,2021-04-24,12,5,21
Hawaii,HI,Alpha,2021-04-25,19,9,22
Hawaii,HI,Alpha,2021-04-26,7,5,23
Hawaii,HI,Alpha,2021-04-27,20,10,24
Hawaii,HI,Alpha,2021-04-28,25,15,25
Hawaii,HI,Alpha,2021-04-29,25,20,26
Hawaii,HI,Alpha,2021-04-30,17,14,27
Hawaii,HI,Alpha,2021-05-01,13,6,28
Hawaii,HI,Alpha,2021-05-02,12,7,29
Hawaii,HI,Alpha,2021-05-03,16,10,30
Hawaii,HI,Alpha,2021-05-04,9,6,31
Hawaii,HI,Alpha,2021-05-05,14,8,32
Hawaii,HI,Alpha,2021-05-06,17,14,33
Hawaii,HI,Alpha,2021-05-07,7,1,34
Hawaii,HI,Alpha,2021-05-08,18,10,35
Hawaii,HI,Alpha,2021-05-09,5,2,36
Hawaii,HI,Alpha,2021-05-10,18,8,37
Hawaii,HI,Alpha,2021-05-11,10,7,38
Hawaii,HI,Alpha,2021-05-12,15,11,39
Hawaii,HI,Alpha,2021-05-13,7,4,40
Hawaii,HI,Alpha,2021-05-14,3,0,41
Idaho,ID,Alpha,2021-01-29,37,1,-42
Idaho,ID,Alpha,2021-01-31,3,0,-40
Idaho,ID,Alpha,2021-02-01,11,0,-39
Idaho,ID,Alpha,2021-02-02,10,0,-38
Idaho,ID,Alpha,2021-02-03,9,0,-37
Idaho,ID,Alpha,2021-02-04,4,0,-36
Idaho,ID,Alpha,2021-02-05,28,0,-35
Idaho,ID,Alpha,2021-02-06,4,0,-34
Idaho,ID,Alpha,2021-02-07,1,0,-33
Idaho,ID,Alpha,2021-02-08,9,1,-32
Idaho,ID,Alpha,2021-02-09,8,0,-31
Idaho,ID,Alpha,2021-02-10,5,0,-30
Idaho,ID,Alpha,2021-02-11,3,0,-29
Idaho,ID,Alpha,2021-02-12,16,0,-28
Idaho,ID,Alpha,2021-02-15,3,0,-25
Idaho,ID,Alpha,2021-02-16,3,0,-24
Idaho,ID,Alpha,2021-02-17,2,0,-23
Idaho,ID,Alpha,2021-02-18,1,0,-22
Idaho,ID,Alpha,2021-02-19,16,0,-21
Idaho,ID,Alpha,2021-02-21,1,0,-19
Idaho,ID,Alpha,2021-02-22,1,1,-18
Idaho,ID,Alpha,2021-02-23,4,0,-17
Idaho,ID,Alpha,2021-02-24,1,0,-16
Idaho,ID,Alpha,2021-02-25,6,0,-15
Idaho,ID,Alpha,2021-02-26,47,7,-14
Idaho,ID,Alpha,2021-02-27,2,0,-13
Idaho,ID,Alpha,2021-02-28,2,0,-12
Idaho,ID,Alpha,2021-03-01,11,0,-11
Idaho,ID,Alpha,2021-03-02,13,5,-10
Idaho,ID,Alpha,2021-03-03,9,1,-9
Idaho,ID,Alpha,2021-03-04,7,1,-8
Idaho,ID,Alpha,2021-03-05,32,7,-7
Idaho,ID,Alpha,2021-03-07,4,1,-5
Idaho,ID,Alpha,2021-03-08,13,8,-4
Idaho,ID,Alpha,2021-03-09,12,7,-3
Idaho,ID,Alpha,2021-03-10,14,4,-2
Idaho,ID,Alpha,2021-03-11,15,9,-1
Idaho,ID,Alpha,2021-03-12,34,6,0
Idaho,ID,Alpha,2021-03-13,7,4,1
Idaho,ID,Alpha,2021-03-14,10,6,2
Idaho,ID,Alpha,2021-03-15,13,11,3
Idaho,ID,Alpha,2021-03-16,19,7,4
Idaho,ID,Alpha,2021-03-17,27,15,5
Idaho,ID,Alpha,2021-03-18,27,13,6
Idaho,ID,Alpha,2021-03-19,20,8,7
Idaho,ID,Alpha,2021-03-20,6,2,8
Idaho,ID,Alpha,2021-03-21,11,6,9
Idaho,ID,Alpha,2021-03-22,20,10,10
Idaho,ID,Alpha,2021-03-23,32,16,11
Idaho,ID,Alpha,2021-03-24,32,17,12
Idaho,ID,Alpha,2021-03-25,30,11,13
Idaho,ID,Alpha,2021-03-26,29,15,14
Idaho,ID,Alpha,2021-03-27,6,3,15
Idaho,ID,Alpha,2021-03-28,15,5,16
Idaho,ID,Alpha,2021-03-29,42,23,17
Idaho,ID,Alpha,2021-03-30,44,23,18
Idaho,ID,Alpha,2021-03-31,36,19,19
Idaho,ID,Alpha,2021-04-01,35,18,20
Idaho,ID,Alpha,2021-04-02,42,24,21
Idaho,ID,Alpha,2021-04-03,7,1,22
Idaho,ID,Alpha,2021-04-04,8,3,23
Idaho,ID,Alpha,2021-04-05,35,22,24
Idaho,ID,Alpha,2021-04-06,17,9,25
Idaho,ID,Alpha,2021-04-07,16,7,26
Idaho,ID,Alpha,2021-04-08,15,7,27
Idaho,ID,Alpha,2021-04-09,47,27,28
Idaho,ID,Alpha,2021-04-10,13,9,29
Idaho,ID,Alpha,2021-04-11,16,15,30
Idaho,ID,Alpha,2021-04-12,34,21,31
Idaho,ID,Alpha,2021-04-13,32,20,32
Idaho,ID,Alpha,2021-04-14,14,12,33
Idaho,ID,Alpha,2021-04-15,22,15,34
Idaho,ID,Alpha,2021-04-16,45,37,35
Idaho,ID,Alpha,2021-04-17,12,12,36
Idaho,ID,Alpha,2021-04-18,7,4,37
Idaho,ID,Alpha,2021-04-19,28,21,38
Idaho,ID,Alpha,2021-04-20,20,19,39
Idaho,ID,Alpha,2021-04-21,12,11,40
Idaho,ID,Alpha,2021-04-22,29,20,41
Idaho,ID,Alpha,2021-04-23,36,31,42
Illinois,IL,Alpha,2021-01-23,25,3,-42
Illinois,IL,Alpha,2021-01-24,11,0,-41
Illinois,IL,Alpha,2021-01-25,49,4,-40
Illinois,IL,Alpha,2021-01-26,30,5,-39
Illinois,IL,Alpha,2021-01-27,39,3,-38
Illinois,IL,Alpha,2021-01-28,33,6,-37
Illinois,IL,Alpha,2021-01-29,51,5,-36
Illinois,IL,Alpha,2021-01-30,30,7,-35
Illinois,IL,Alpha,2021-01-31,10,0,-34
Illinois,IL,Alpha,2021-02-01,39,11,-33
Illinois,IL,Alpha,2021-02-02,32,4,-32
Illinois,IL,Alpha,2021-02-03,23,5,-31
Illinois,IL,Alpha,2021-02-04,17,10,-30
Illinois,IL,Alpha,2021-02-05,5,1,-29
Illinois,IL,Alpha,2021-02-06,30,5,-28
Illinois,IL,Alpha,2021-02-07,8,0,-27
Illinois,IL,Alpha,2021-02-08,32,7,-26
Illinois,IL,Alpha,2021-02-09,43,7,-25
Illinois,IL,Alpha,2021-02-10,81,6,-24
Illinois,IL,Alpha,2021-02-11,91,10,-23
Illinois,IL,Alpha,2021-02-12,67,5,-22
Illinois,IL,Alpha,2021-02-13,21,4,-21
Illinois,IL,Alpha,2021-02-14,16,0,-20
Illinois,IL,Alpha,2021-02-15,74,5,-19
Illinois,IL,Alpha,2021-02-16,51,6,-18
Illinois,IL,Alpha,2021-02-17,65,11,-17
Illinois,IL,Alpha,2021-02-18,77,13,-16
Illinois,IL,Alpha,2021-02-19,44,9,-15
Illinois,IL,Alpha,2021-02-20,22,7,-14
Illinois,IL,Alpha,2021-02-21,14,3,-13
Illinois,IL,Alpha,2021-02-22,49,14,-12
Illinois,IL,Alpha,2021-02-23,33,13,-11
Illinois,IL,Alpha,2021-02-24,58,6,-10
Illinois,IL,Alpha,2021-02-25,45,9,-9
Illinois,IL,Alpha,2021-02-26,52,3,-8
Illinois,IL,Alpha,2021-02-27,22,8,-7
Illinois,IL,Alpha,2021-02-28,26,10,-6
Illinois,IL,Alpha,2021-03-01,72,21,-5
Illinois,IL,Alpha,2021-03-02,111,32,-4
Illinois,IL,Alpha,2021-03-03,101,18,-3
Illinois,IL,Alpha,2021-03-04,84,22,-2
Illinois,IL,Alpha,2021-03-05,60,21,-1
Illinois,IL,Alpha,2021-03-06,25,4,0
Illinois,IL,Alpha,2021-03-07,28,13,1
Illinois,IL,Alpha,2021-03-08,91,35,2
Illinois,IL,Alpha,2021-03-09,77,30,3
Illinois,IL,Alpha,2021-03-10,87,24,4
Illinois,IL,Alpha,2021-03-11,132,26,5
Illinois,IL,Alpha,2021-03-12,151,32,6
Illinois,IL,Alpha,2021-03-13,104,36,7
Illinois,IL,Alpha,2021-03-14,76,20,8
